key,input,probability
PIEUQSKUWLMALL-YABMTYFHSA-N,CCCCCOc1ccc(cc1)c2onc(c2)c3ccc(cc3)C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@@H](O)CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)[C@H](O)[C@@H](O)c7ccc(O)c(O[S](O)(=O)=O)c7)[C@H](O)CC(N)=O,0.3154994325605076
BYBLEWFAAKGYCD-UHFFFAOYSA-N,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,0.07696968289827696
DDLIGBOFAVUZHB-UHFFFAOYSA-N,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,0.4109302393634774
VKHAHZOOUSRJNA-GCNJZUOMSA-N,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],0.13088780555510082
OJLOPKGSLYJEMD-URPKTTJQSA-N,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,0.08759912690939506
PQLXHQMOHUQAKB-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCO[P]([O-])(=O)OCC[N+](C)(C)C,0.10630469366264615
OJLOPKGSLYJEMD-URPKTTJQSA-N,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,0.08759912690939506
QLIIKPVHVRXHRI-CXSFZGCWSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,0.2731497142669793
BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,0.13266280764784635
FABPRXSRWADJSP-MEDUHNTESA-N,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(O)=O,0.9327790391799229
MINDHVHHQZYEEK-HBBNESRFSA-N,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]2O,0.1776059596670194
UZHSEJADLWPNLE-GRGSLBFTSA-N,Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC=C,0.1338564607779718
NCXMLFZGDNKEPB-FFPOYIOWSA-N,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3,0.34141923625154047
ALWKGYPQUAPLQC-UHFFFAOYSA-N,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,0.07533458573729333
CIDUJQMULVCIBT-MQDUPKMGSA-N,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O,0.7040229432397178
NQDJXKOVJZTUJA-UHFFFAOYSA-N,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,0.23834539907917307
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O,0.286617078175827
DFPAKSUCGFBDDF-UHFFFAOYSA-N,NC(=O)c1cccnc1,0.07108151809956832
SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1C1=CN=CC=C1,0.07906891218402178
HYIMSNHJOBLJNT-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+]([O-])=O)C(=O)OC)C,0.16062442583270078
ARFHIAQFJWUCFH-IZZDOVSWSA-N,CC1C[S](=O)(=O)CCN1\N=C\c2oc(cc2)[N+]([O-])=O,0.5257773984993661
HHZIURLSWUIHRB-UHFFFAOYSA-N,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,0.2304634381123828
XWXYUMMDTVBTOU-UHFFFAOYSA-N,CC1(C)NC(=O)N(c2ccc(c(c2)C(F)(F)F)[N+]([O-])=O)C1=O,0.6285490118214649
NXFQHRVNIOXGAQ-YCRREMRBSA-N,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O,0.1435038773687788
GQPLMRYTRLFLPF-UHFFFAOYSA-N,[O-][N+]#N,0.08522593138869722
VIKNJXKGJWUCNN-XGXHKTLJSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0.24411511620839874
APTGJECXMIKIET-NPQQHUBFSA-N,CCCCCCC(=O)O[C@]1(CC[C@H]2C3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,0.14554899861824494
ZDFDJJJGIRGMBE-AFARJNEBSA-N,CC1OC(=O)CC(O)CC(O)CC(O)CCC(O)C(O)CC(=O)CC(O)C(C(O)CC(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)\C=C\C=C\C=C\C=C\CC/C=C/C=C/C(C)C(O)C1C)C(O)=O,0.27505955241813396
PIDFDZJZLOTZTM-KHVQSSSXSA-N,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)NC1=CC=C(C=C1)[C@@H]1CC[C@H](N1C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1,0.16605769255170924
SUBDBMMJDZJVOS-UHFFFAOYSA-N,COc1ccc2nc([nH]c2c1)[S](=O)Cc3ncc(C)c(OC)c3C,0.42702805426672386
FELGMEQIXOGIFQ-UHFFFAOYSA-N,Cn1c2CCC(Cn3ccnc3C)C(=O)c2c4ccccc14,0.09262232451208516
VSZGPKBBMSAYNT-RRFJBIMHSA-N,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0.10399869712858206
ZROHGHOFXNOHSO-UHFFFAOYSA-L,[Pt++].NC1CCCCC1N.[O-]C(=O)C([O-])=O,0.1309147359086245
XCGYUJZMCCFSRP-UHFFFAOYSA-N,CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+]([O-])=O,0.08450564944084776
BRUQQQPBMZOVGD-XFKAJCMBSA-N,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,0.09376618061939183
XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,0.08120820713598124
QRTMTZAUGTXZOA-ZGYDFYMOSA-N,O.O.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,0.3064532836435657
XNOPRXBHLZRZKH-DSZYJQQASA-N,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,0.1789250563910265
WUBBRNOQWQTFEX-UHFFFAOYSA-N,Nc1ccc(C(O)=O)c(O)c1,0.5060990883180448
RCINICONZNJXQF-VAZQATRQSA-N,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)C2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3801722747919184
PMXMIIMHBWHSKN-UHFFFAOYSA-N,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1,0.2941036162527759
CPZBLNMUGSZIPR-DOTOQJQBSA-N,O=C1N(C[C@@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,0.10484095286254537
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,0.061799498842738776
UAUIUKWPKRJZJV-QPLHLKROSA-N,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,0.24392056069093868
UOZODPSAJZTQNH-LSWIJEOBSA-N,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](O[C@@H]2CO)O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@H](N)[C@@H](O)[C@@H]1O,0.856770305055713
AHOUBRCZNHFOSL-YOEHRIQHSA-N,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,0.10422844828775102
VVNCNSJFMMFHPL-GSVOUGTGSA-N,CC(C)(S)[C@H](N)C(O)=O,0.10609619830068408
XDRYMKDFEDOLFX-UHFFFAOYSA-N,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(N)=N)cc1,0.07644861621500668
RLLPVAHGXHCWKJ-HKUYNNGSSA-N,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,0.13516100208237464
DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,0.08061196778426832
BPLBGHOLXOTWMN-MBNYWOFBSA-M,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C([O-])=O,0.1056557585899299
CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0.07654287891446136
MBWXNTAXLNYFJB-LKUDQCMESA-N,CC(C)CCCC(C)CCCC(C)CCC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,0.07535787618318125
VJYSBPDEJWLKKJ-NLIMODCCSA-N,CO[C@H](C)[C@H](NC(=O)OC)C(=O)N1CCC[C@H]1C1=NC2=C(N1)C=C(F)C(=C2)[C@H]1CC[C@@H](N1C1=CC(F)=C(N2CCC(CC2)C2=CC=C(F)C=C2)C(F)=C1)C1=CC2=C(NC(=N2)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)C=C1F,0.5054327528557772
QCHFTSOMWOSFHM-WPRPVWTQSA-N,CC[C@H]1[C@H](COC1=O)Cc2cncn2C,0.07691219359116734
NBXPLBPWMYNZTC-IDYPWDAWSA-N,O.CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccccc4)C(=O)C1=O,0.1305544116596052
KATNPMSTHHZOTK-UHFFFAOYSA-N,O[P](O)(O)=O.Clc1ccc2c(c1)nccc2N3CCN(CCCN4CCN(CC4)c5ccnc6cc(Cl)ccc56)CC3,0.23735632640384074
IYDYFVUFSPQPPV-PEXOCOHZSA-N,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H]2O)NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,0.5694787979810053
YJGVMLPVUAXIQN-XVVDYKMHSA-N,COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,0.0866838319995961
KOUZYZCESNTXJO-UHFFFAOYSA-N,COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C2C(COC2=O)C(O)C2=CC3=C(OCO3)C=C12.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O.COC1=CC(=CC(OC)=C1OC)C1C(C(CO)C(O)C2=CC3=C(OCO3)C=C12)C(O)=O,0.17251798795573883
WCUXLLCKKVVCTQ-UHFFFAOYSA-M,[Cl-].[K+],0.10985820154150089
NLKNQRATVPKPDG-UHFFFAOYSA-M,[K+].[I-],0.10615553349283079
VZJVWSHVAAUDKD-UHFFFAOYSA-N,[K+].[O-][Mn](=O)(=O)=O,
CPKVUHPKYQGHMW-UHFFFAOYSA-N,II.C=CN1CCCC1=O,0.09321781433256215
TUZYXOIXSAXUGO-PZAWKZKUSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,0.10855879296246292
FSVJFNAIGNNGKK-UHFFFAOYSA-N,O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,0.07183634234490906
RWSOTUBLDIXVET-UHFFFAOYSA-N,S,0.09083350617419121
XOFYZVNMUHMLCC-ZPOLXVRWSA-N,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0.36875902566179286
INDBQLZJXZLFIT-UHFFFAOYSA-N,COc1cc(NC(C)CCCN)c2ncccc2c1,0.07687850184634472
WHRVRSCEWKLAHX-LQDWTQKMSA-N,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,0.09215758266480524
SSOLNOMRVKKSON-UHFFFAOYSA-N,CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,0.10341415875611626
BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,0.07924815063054207
OLBCVFGFOZPWHH-UHFFFAOYSA-N,CC(C)c1cccc(C(C)C)c1O,0.05822733371885167
JXDGGKVSZWPQGP-UHFFFAOYSA-N,CCCN1C(=O)C=CNC1=S,0.09526929925869829
GMVPRGQOIOIIMI-DWKJAMRDSA-N,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,0.0838655707789906
XEYBRNLFEZDVAW-ARSRFYASSA-N,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,0.07987618587020721
VRDIULHPQTYCLN-UHFFFAOYSA-N,CCCc1cc(ccn1)C(N)=S,0.06211541666610625
YSAUAVHXTIETRK-AATRIKPKSA-N,CN1CCCN=C1\C=C\c2sccc2,0.09373917775642841
IPEHBUMCGVEMRF-UHFFFAOYSA-N,NC(=O)c1cnccn1,0.05690980284731944
IPEHBUMCGVEMRF-UHFFFAOYSA-N,NC(=O)c1cnccn1,0.05690980284731944
RVOLLAQWKVFTGE-UHFFFAOYSA-N,CN(C)C(=O)Oc1ccc[n+](C)c1,0.08795607366961893
LXNHXLLTXMVWPM-UHFFFAOYSA-N,Cc1ncc(CO)c(CO)c1O,0.07035375614433423
LXNHXLLTXMVWPM-UHFFFAOYSA-N,Cc1ncc(CO)c(CO)c1O,0.07035375614433423
WKSAUQYGYAYLPV-UHFFFAOYSA-N,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,0.06674964225415467
DJUFPMUQJKWIJB-UHFFFAOYSA-N,COC1=NC2=C(NC3=CC(CN4CCCC4)=C(O)C(CN4CCCC4)=C3)C3=CC=C(Cl)C=C3N=C2C=C1,0.1615642837688097
LOUPRKONTZGTKE-FOEVPDMQSA-N,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,0.11780505111070372
ZEJGORPKXHJSER-SQFISAMPSA-N,CN1C(=O)C(=O)\C(N=C1C(C)(C)NC(=O)c2oc(C)nn2)=C(\O)NCc3ccc(F)cc3,0.1325359881205156
VMXUWOKSQNHOCA-UKTHLTGXSA-N,CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,0.1462691253773306
FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC(=C\CO)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0.0862900556531068
IWUCXVSUMQZMFG-AFCXAGJDSA-N,NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,0.12397520851288196
AUNGANRZJHBGPY-UHFFFAOYSA-N,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,0.5898725881602791
ATEBXHFBFRCZMA-VXTBVIBXSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC6)CC(C)C)N=C5c4c3C2=O)NC(=O)C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)/C,0.9370442449292563
JQXXHWHPUNPDRT-WLSIYKJHSA-N,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,0.9259148049628113
RISDZDVHYCURHD-QLWTZYDESA-N,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=C(NC(=O)C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)\C)C(=C/NN5CCN(CC5)C6CCCC6)\C(=O)c4c3C2=O)O,0.7188362348132863
RAPZEAPATHNIPO-UHFFFAOYSA-N,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,0.2518365208360566
NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3scnc3)Cc4ccccc4,0.208121227359292
KGFYHTZWPPHNLQ-UHFFFAOYSA-N,Clc1sc(cc1)C(=O)NCC2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O,0.36135987134002095
NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.09666880527229636
YGSDEFSMJLZEOE-UHFFFAOYSA-N,OC(=O)c1ccccc1O,0.13021901579963557
GIIZNNXWQWCKIB-UHFFFAOYSA-N,OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2,0.15152734341376503
VIDTVPHHDGRGAF-UHFFFAOYSA-N,S=[Se],
BLFQGGGGFNSJKA-XHXSRVRCSA-N,[Cl-].CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.[H+],0.20144405966566728
FJKGRAZQBBWYLG-UHFFFAOYSA-M,N.N.[F-].[Ag+],0.14904538147340704
UEJSSZHHYBHCEL-UHFFFAOYSA-N,[Ag+].Nc1ccc(cc1)[S](=O)(=O)[N-]c2ncccn2,0.09010895204736316
RYMZZMVNJRMUDD-HGQWONQESA-N,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0.1543628472273725
UEAVLBXLOZNDHT-UHFFFAOYSA-K,[Na+].[Ca++].OC(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,0.14449597947524753
FAPWRFPIFSIZLT-UHFFFAOYSA-M,[Na+].[Cl-],0.10314103998005691
UIIMBOGNXHQVGW-UHFFFAOYSA-M,[Na+].OC([O-])=O,0.10789627151005551
LPXPTNMVRIOKMN-UHFFFAOYSA-M,[Na+].[O-]N=O,0.12305300484957037
YQDGWZZYGYKDLR-UZVLBLASSA-K,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].OC[C@@H](O)[C@H]1O[Sb]2(O)(O[C@@H]1[C@@H](O2)C([O-])=O)O[Sb]34([O-])O[C@H]([C@H](O)CO)[C@H](O3)[C@@H](O4)C([O-])=O,
AKHNMLFCWUSKQB-UHFFFAOYSA-L,[Na+].[Na+].[O-][S]([O-])(=O)=S,0.21155138475351104
TTZHDVOVKQGIBA-IQWMDFIBSA-N,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,0.21185164361840914
XGBFWQUQYQIFLB-MTTMTQIXSA-N,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O.O[S](O)(=O)=O,0.36426060570109103
LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,0.2571866942649438
UCSJYZPVAKXKNQ-HZYVHMACSA-N,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,0.6738322144383712
ACTRVOBWPAIOHC-UHFFFAOYSA-N,OC(=O)C(S)C(S)C(O)=O,0.15263652565518515
SEEPANYCNGTZFQ-UHFFFAOYSA-N,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,0.06085275221470038
PJSFRIWCGOHTNF-UHFFFAOYSA-N,COc1ncnc(N[S](=O)(=O)c2ccc(N)cc2)c1OC,0.08898485463167861
PJSFRIWCGOHTNF-UHFFFAOYSA-N,COc1ncnc(N[S](=O)(=O)c2ccc(N)cc2)c1OC,0.08898485463167861
JLKIGFTWXXRPMT-UHFFFAOYSA-N,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,0.06542657274900944
OQANPHBRHBJGNZ-BKUYFWCQSA-N,OC(=O)C1=C\C(C=CC1=O)=N/Nc2ccc(cc2)[S](=O)(=O)Nc3ccccn3,0.16035679280752232
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CN[S](=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.15753758553007247
AXOIZCJOOAYSMI-UHFFFAOYSA-N,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,0.09791469434542108
BJYLYJCXYAMOFT-BLOFVXHKSA-N,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3/C[C@@H](O)C[C@H](O)C3=C,0.10982424719540113
QJJXYPPXXYFBGM-LFZNUXCKSA-N,CO[C@@H]1C[C@@H](CC[C@H]1O)/C=C(C)/[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)CC(=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)/C)OC)[C@H](C[C@H]4C)OC,0.2668970040608279
NKANXQFJJICGDU-QPLCGJKRSA-N,CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,0.06985616003707057
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)[S]1(=O)=O)C(O)=O,0.11465307946518812
RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(O)=O)c5nc6ccccc6n5C,0.12571301054696699
SGOIRFVFHAKUTI-ZCFIWIBFSA-N,C[C@H](Cn1cnc2c(N)ncnc12)OC[P](O)(O)=O,0.16818845376106306
VCMJCVGFSROFHV-WZGZYPNHSA-N,CC(C)OC(=O)OCO[P](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C.OC(=O)\C=C\C(O)=O,0.20300980281478237
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,0.13510559269991101
XWTYSIMOBUGWOL-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.08006523859554111
ODKYYBOHSVLGNU-UHFFFAOYSA-N,O=C1NOCC1N=Cc2ccc(cc2)C=NC3CONC3=O,0.1475875378095479
MUMGGOZAMZWBJJ-DYKIIFRCSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.14802758280236109
GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,0.07153964700426405
UEJJHQNACJXSKW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.094674594378303
MYVIATVLJGTBFV-UHFFFAOYSA-M,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.08655934417331268
IUJDSEJGGMCXSG-UHFFFAOYSA-N,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0.07603469811794748
BLJRIMJGRPQVNF-JTQLQIEISA-N,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,0.10583721751516247
HJLSLZFTEKNLFI-UHFFFAOYSA-N,CC[S](=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,0.15054202570353722
WYWHKKSPHMUBEB-UHFFFAOYSA-N,NC1=NC(=S)c2[nH]cnc2N1,0.08522421580277478
DQHNAVOVODVIMG-UHFFFAOYSA-M,[Br-].C[N+]1(C)C2CC(CC1C3OC23)OC(=O)C(O)(c4sccc4)c5sccc5,0.1475874936215225
NLVFBUXFDBBNBW-PBSUHMDJSA-N,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0.8496693005832636
NGBFQHCMQULJNZ-UHFFFAOYSA-N,CC(C)NC(=O)N[S](=O)(=O)c1cnccc1Nc2cccc(C)c2,0.1442988030833799
GYDJEQRTZSCIOI-UHFFFAOYSA-N,NCC1CCC(CC1)C(O)=O,0.08408396560140033
NQPDXQQQCQDHHW-UHFFFAOYSA-N,CSc1[nH]c2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2n1,0.0994791598648758
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.06757114149813839
VXKHXGOKWPXYNA-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CO)NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)C(Cc6c[nH]cn6)NC(=O)C7CCC(=O)N7)C(=O)NC(CCCNC(N)=N)C(=O)N8CCCC8C(=O)NCC(N)=O,0.145681704652527
JJCZGVLYNIVKKD-UHFFFAOYSA-N,NC(=O)C(CO)c1ccccc1,0.09879938958163925
